distance,speed
3220.668,46
3221.2,46
3221.733,46
3222.265,46
3222.797,46
3223.324,45
3223.845,45
3224.366,45
3224.881,44
3225.39,44
3225.899,44
3226.408,44
3226.918,44
3227.421,43
3227.919,43
3228.417,43
3228.914,43
3229.412,43
3229.915,44
3230.425,44
3230.94,45
3231.461,45
3231.987,46
3232.52,46
3233.052,46
3233.596,48
3234.152,48
3234.707,48
3235.268,49
3235.847,51
3236.437,51
3237.028,51
3237.624,52
3238.226,52
3238.839,54
3239.464,54
3240.089,54
3240.726,56
3241.374,56
3242.039,59
3242.722,59
3243.405,59
3244.088,59
3244.771,59
3245.482,64
3246.223,64
3246.964,64
3247.728,68
3248.515,68
3249.319,71
3250.141,71
3250.98,74
3251.837,74
3252.71,77
3253.602,77
3254.493,77
3255.401,80
3256.327,80
3257.265,82
3258.214,82
3259.163,82
3260.118,83
3261.079,83
3262.039,83
3263.0,83
3263.96,83
3264.921,83
3265.882,83
3266.842,83
3267.803,83
3268.764,83
3269.724,83
3270.685,83
3271.646,83
3272.606,83
3273.567,83
3274.522,82
3275.471,82
3276.42,82
3277.369,82
3278.312,81
3279.25,81
3280.187,81
3281.119,80
3282.045,80
3282.971,80
3283.897,80
3284.823,80
3285.749,80
3286.675,80
3287.6,80
3288.526,80
3289.441,78
3290.343,78
3291.246,78
3292.149,78
3293.046,77
3293.937,77
3294.834,78
3295.737,78
3296.64,78
3297.554,80
3298.48,80
3299.406,80
3300.338,81
3301.275,81
3302.218,82
3303.168,82
3304.117,82
3305.066,82
3306.026,84
3307.01,86
3308.005,86
3309.001,86
3309.996,86
3311.009,89
3312.039,89
3313.081,91
3314.134,91
3315.187,91
3316.258,94
3317.346,94
3318.434,94
3319.539,97
3320.662,97
3321.802,100
3322.959,100
3324.134,103
3325.326,103
3326.518,103
3327.733,107
3328.989,110
3330.262,110
3331.535,110
3332.832,114
3334.151,114
3335.488,117
3336.842,117
3338.219,121
3339.62,121
3341.038,124
3342.473,124
3343.908,124
3345.361,127
3346.831,127
3348.3,127
3349.77,127
3351.263,131
3352.78,131
3354.307,133
3355.864,136
3357.438,136
3359.012,136
3360.598,138
3362.195,138
3363.81,141
3365.442,141
3367.085,143
3368.74,143
3370.413,146
3372.103,146
3373.792,146
3375.482,146
3377.172,146
3378.85,144
3380.517,144
3382.183,144
3383.839,142
3385.482,142
3387.108,139
3388.717,139
3390.326,139
3391.917,136
3393.491,136
3395.054,134
3396.605,134
3398.156,134
3399.683,130
3401.188,130
3402.675,127
3404.145,127
3405.615,127
3407.068,124
3408.503,124
3409.915,120
3411.304,120
3412.693,120
3414.064,117
3415.418,117
3416.744,112
3418.04,112
3419.336,112
3420.615,109
3421.877,109
3423.121,106
3424.348,106
3425.575,106
3426.784,103
3427.965,101
3429.134,101
3430.303,101
3431.46,99
3432.606,99
3433.752,99
3434.892,98
3436.026,98
3437.16,98
3438.283,96
3439.394,96
3440.488,93
3441.564,93
3442.64,93
3443.694,89
3444.724,89
3445.754,89
3446.784,89
3447.814,89
3448.833,87
3449.84,87
3450.841,86
3451.836,86
3452.82,84
3453.792,84
3454.759,83
3455.719,83
3456.68,83
3457.635,82
3458.584,82
3459.527,81
3460.465,81
3461.402,81
3462.328,79
3463.242,79
3464.157,79
3465.071,79
3465.985,79
3466.9,79
3467.814,79
3468.734,80
3469.66,80
3470.586,80
3471.518,81
3472.455,81
3473.393,81
3474.33,81
3475.268,81
3476.205,81
3477.137,80
3478.063,80
3478.989,80
3479.915,80
3480.841,80
3481.767,80
3482.687,79
3483.601,79
3484.515,79
3485.43,79
3486.35,80
3487.276,80
3488.202,80
3489.133,81
3490.071,81
3491.008,81
3491.957,83
3492.918,83
3493.879,83
3494.839,83
3495.8,83
3496.766,84
3497.75,86
3498.751,87
3499.758,87
3500.765,87
3501.79,90
3502.831,90
3503.885,92
3504.949,92
3506.014,92
3507.096,95
3508.213,98
3509.347,98
3510.482,98
3511.616,98
3512.75,98
3513.919,104
3515.123,104
3516.327,104
3517.536,105
3518.751,105
3519.99,109
3521.251,109
3522.513,109
3523.775,109
3525.053,112
3526.361,114
3527.681,114
3529.0,114
3530.337,117
3531.691,117
3533.063,120
3534.452,120
3535.84,120
3537.247,123
3538.67,123
3540.111,126
3541.57,126
3543.028,126
3544.486,126
3545.979,132
3547.507,132
3549.035,132
3550.563,132
3552.102,134
3553.653,134
3555.221,137
3556.807,137
3558.392,137
3559.995,140
3561.633,143
3563.288,143
3564.943,143
3566.616,146
3568.306,146
3570.013,149
3571.737,149
3573.462,149
3575.186,149
3576.928,152
3578.688,152
3580.458,154
3582.241,154
3584.023,154
3585.823,157
3587.64,157
3589.475,160
3591.326,160
3593.178,160
3595.042,162
3596.917,162
3598.809,165
3600.719,165
3602.64,167
3604.573,167
3606.523,170
3608.491,170
3610.476,173
3612.478,173
3614.492,175
3616.517,175
3618.543,175
3620.58,177
3622.628,177
3624.694,180
3626.778,180
3628.861,180
3630.944,180
3633.039,182
3635.146,182
3637.264,184
3639.393,184
3641.523,184
3643.67,187
3645.834,187
3647.999,187
3650.163,187
3652.327,187
3654.509,190
3656.72,192
3658.942,192
3661.164,192
3663.404,195
3665.672,197
3667.952,197
3670.232,197
3672.513,197
3674.804,199
3677.119,201
3679.445,201
3681.772,201
3684.098,201
3686.436,203
3688.786,203
3691.147,205
3693.519,205
3695.892,205
3698.288,209
3700.718,211
3703.161,211
3705.603,211
3708.062,214
3710.539,214
3713.016,214
3715.504,216
3718.004,216
3720.516,218
3723.039,218
3725.562,218
3728.097,220
3730.643,220
3733.195,221
3735.753,221
3738.311,221
3740.88,223
3743.461,223
3746.054,225
3748.658,225
3751.262,225
3753.872,226
3756.488,226
3759.115,228
3761.754,228
3764.393,228
3767.043,230
3769.711,231
3772.385,231
3775.059,231
3777.732,231
3780.417,233
3783.114,233
3785.817,234
3788.525,234
3791.233,234
3793.942,234
3796.65,234
3799.347,232
3802.032,232
3804.717,232
3807.402,232
3810.064,228
3812.703,228
3815.342,228
3817.963,225
3820.568,225
3823.154,222
3825.724,222
3828.293,222
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
3829.578,0
