distance,speed,frame
1437.239,135,973
1438.739,135,974
1440.222,132,975
1441.689,132,976
1443.156,132,977
1444.6,128,978
1446.022,128,979
1447.422,124,980
1448.8,124,981
1450.178,124,982
1451.544,122,983
1452.9,122,984
1454.233,118,985
1455.544,118,986
1456.856,118,987
1458.144,114,988
1459.411,114,989
1460.667,112,990
1461.911,112,991
1463.156,112,992
1464.378,108,993
1465.578,108,994
1466.772,107,995
1467.961,107,996
1469.15,107,997
1470.333,106,998
1471.511,106,999
1472.683,105,1000
1473.85,105,1001
1475.017,105,1002
1476.183,105,1003
1477.35,105,1004
1478.506,103,1005
1479.65,103,1006
1480.794,103,1007
1481.939,103,1008
1483.083,103,1009
1484.228,103,1010
1485.372,103,1011
1486.517,103,1012
1487.65,101,1013
1488.772,101,1014
1489.894,101,1015
1491.017,101,1016
1492.133,100,1017
1493.244,100,1018
1494.356,100,1019
1495.461,99,1020
1496.561,99,1021
1497.661,99,1022
1498.761,99,1023
1499.861,99,1024
1500.967,100,1025
1502.078,100,1026
1503.189,100,1027
1504.3,100,1028
1505.411,100,1029
1506.522,100,1030
1507.633,100,1031
1508.739,99,1032
1509.839,99,1033
1510.939,99,1034
1512.039,99,1035
1513.139,99,1036
1514.239,99,1037
1515.339,99,1038
1516.439,99,1039
1517.539,99,1040
1518.639,99,1041
1519.744,100,1042
1520.856,100,1043
1521.967,100,1044
1523.078,100,1045
1524.189,100,1046
1525.306,101,1047
1526.428,101,1048
1527.55,101,1049
1528.678,102,1050
1529.811,102,1051
1530.95,103,1052
1532.094,103,1053
1533.239,103,1054
1534.389,104,1055
1535.544,104,1056
1536.711,106,1057
1537.889,106,1058
1539.067,106,1059
1540.25,107,1060
1541.439,107,1061
1542.639,109,1062
1543.85,109,1063
1545.061,109,1064
1546.278,110,1065
1547.5,110,1066
1548.728,111,1067
1549.961,111,1068
1551.194,111,1069
1552.439,113,1070
1553.694,113,1071
1554.961,115,1072
1556.239,115,1073
1557.517,115,1074
1558.806,117,1075
1560.106,117,1076
1561.417,119,1077
1562.739,119,1078
1564.061,119,1079
1565.394,121,1080
1566.739,121,1081
1568.089,122,1082
1569.444,122,1083
1570.8,122,1084
1572.161,123,1085
1573.528,123,1086
1574.906,125,1087
1576.294,125,1088
1577.683,125,1089
1579.078,126,1090
1580.478,126,1091
1581.889,128,1092
1583.311,128,1093
1584.733,128,1094
1586.161,129,1095
1587.594,129,1096
1589.039,131,1097
1590.494,131,1098
1591.95,131,1099
1593.411,132,1100
1594.878,132,1101
1596.356,134,1102
1597.844,134,1103
1599.333,134,1104
1600.833,136,1105
1602.344,136,1106
1603.872,139,1107
1605.417,139,1108
1606.961,139,1109
1608.517,141,1110
1610.083,141,1111
1611.667,144,1112
1613.267,144,1113
1614.867,144,1114
1616.483,147,1115
1618.117,147,1116
1619.761,149,1117
1621.417,149,1118
1623.072,149,1119
1624.744,152,1120
1626.433,152,1121
1628.139,155,1122
1629.861,155,1123
1631.583,155,1124
1633.322,158,1125
1635.078,158,1126
1636.85,161,1127
1638.639,161,1128
1640.428,161,1129
1642.228,163,1130
1644.039,163,1131
1645.867,166,1132
1647.711,166,1133
1649.556,166,1134
1651.411,168,1135
1653.278,168,1136
1655.156,170,1137
1657.044,170,1138
1658.933,170,1139
1660.839,173,1140
1662.761,173,1141
1664.689,174,1142
1666.622,174,1143
1668.556,174,1144
1670.506,177,1145
1672.472,177,1146
1674.45,179,1147
1676.439,179,1148
1678.428,179,1149
1680.433,182,1150
1682.456,182,1151
1684.489,184,1152
1686.533,184,1153
1688.578,184,1154
1690.644,188,1155
1692.733,188,1156
1694.833,190,1157
1696.944,190,1158
1699.056,190,1159
1701.183,193,1160
1703.328,193,1161
1705.483,195,1162
1707.65,195,1163
1709.817,195,1164
1712.0,198,1165
1714.2,198,1166
1716.417,201,1167
1718.65,201,1168
1720.883,201,1169
1723.133,204,1170
1725.4,204,1171
1727.678,206,1172
1729.967,206,1173
1732.256,206,1174
1734.561,209,1175
1736.883,209,1176
1739.217,211,1177
1741.561,211,1178
1743.906,211,1179
1746.261,213,1180
1748.628,213,1181
1751.006,215,1182
1753.394,215,1183
1755.783,215,1184
1758.189,218,1185
1760.611,218,1186
1763.044,220,1187
1765.489,220,1188
1767.933,220,1189
1770.389,222,1190
1772.856,222,1191
1775.333,224,1192
1777.822,224,1193
1780.311,224,1194
1782.811,226,1195
1785.322,226,1196
1787.844,228,1197
1790.378,228,1198
1792.911,228,1199
1795.461,231,1200
1798.028,231,1201
1800.606,233,1202
1803.194,233,1203
1805.783,233,1204
1808.383,235,1205
1810.994,235,1206
1813.611,236,1207
1816.233,236,1208
